BAS_DT,ISIN_CD,ITMS_NM,CLPR,VS,FLUC_RT,MKP,HIPR,LOPR,TR_QUANT,TR_PRC
20251217,KR7472870005,RISE 미국30년국채엔화노출(합성 H),8270,0,,8285,8325,8260,,5888294249
20251217,KR7472920008,HK 종합채권(AA-이상)액티브,109510,-45,,109555,109555,109510,,2190875
20251217,KR7473290005,KODEX 26-12 회사채(AA-이상)액티브,10700,0,,10695,10705,10695,,426215801
20251217,KR7473330009,SOL 미국30년국채커버드콜(합성),9465,30,,9455,9505,9450,,2610167554
20251217,KR7473440006,ACE 11월만기자동연장회사채AA-이상액티브,10615,5,,10610,10615,10610,,41517339
20251217,KR7473460004,KODEX 미국서학개미,24345,790,,24060,24345,24060,,4097210434
20251217,KR7473490001,KIWOOM 글로벌AI반도체,21255,300,,21000,21270,21000,,64826904
20251217,KR7473590008,ACE 미국주식베스트셀러,20420,515,,20235,20450,19275,,623432028
20251217,KR7473640001,HANARO 글로벌금채굴기업,32430,235,,32005,32450,31900,,1862685277
20251217,KR7474220001,TIGER 미국테크TOP10타겟커버드콜,16080,265,,15885,16080,15885,,2768429076
20251217,KR7474390002,SOL 국고채30년액티브,51120,-395,,51510,51510,51120,,32054090
20251217,KR7474590007,WON 반도체밸류체인액티브,17995,760,,17445,17995,17280,,261414057
20251217,KR7474800000,KIWOOM 미국원유에너지기업,11905,-205,,11890,11910,11795,,250405536
20251217,KR7474920006,에셋플러스 차이나일등기업포커스10액티브,17770,370,,17490,17770,17290,,30316535
20251217,KR7475050001,ACE KPOP포커스,11320,410,,11025,11345,10905,,15674209354
20251217,KR7475070009,KoAct 글로벌친환경전력인프라액티브,25530,330,,25285,25550,25285,,159424698
20251217,KR7475080008,KODEX 테슬라커버드콜채권혼합액티브,9325,95,,9255,9325,9255,,3609030440
20251217,KR7475260006,ACE 2월만기자동연장회사채AA-이상액티브,10540,0,,10540,10540,10535,,706000
20251217,KR7475270005,ACE 5월만기자동연장회사채AA-이상액티브,10510,0,,0,0,0,,0
20251217,KR7475280004,ACE 8월만기자동연장회사채AA-이상액티브,10500,0,,10500,10505,10500,,1365050
20251217,KR7475300000,SOL 반도체전공정,10990,445,,10575,10990,10550,,685155478
20251217,KR7475310009,SOL 반도체후공정,17200,575,,16770,17292,16610,,758536998
20251217,KR7475350005,RISE 버크셔포트폴리오TOP10,14695,-30,,14645,14730,14585,,578089365
20251217,KR7475380002,RISE 글로벌리얼티인컴,10485,-70,,10435,10510,10435,,89621811
20251217,KR7475630000,TIGER CD1년금리액티브(합성),1054125,80,,1054120,1054125,1054120,,13136472978
20251217,KR7475720009,RISE 200위클리커버드콜,10635,190,,10500,10635,10435,,13814477185
20251217,KR7476000005,UNICORN 포스트IPO액티브,11815,-595,,12455,12455,11800,,20964270
20251217,KR7476030002,SOL 미국나스닥100,15635,210,,15520,15635,15505,,12906939045
20251217,KR7476070008,KODEX 글로벌비만치료제TOP2 Plus,11675,-70,,11670,11675,11575,,634567751
20251217,KR7476260005,HANARO 반도체핵심공정주도주,7940,355,,7670,7955,7615,,654779953
20251217,KR7476310008,RISE 글로벌비만산업TOP2+,10240,-95,,10305,10395,10230,,145519083
20251217,KR7476450002,KIWOOM 머니마켓액티브,53060,10,,53065,53065,53055,,174408032
20251217,KR7476550009,TIGER 미국30년국채커버드콜액티브(H),7705,5,,7725,7735,7700,,6401907063
20251217,KR7476690003,TIGER 글로벌비만치료제TOP2Plus,10450,-140,,10590,10600,10420,,750015695
20251217,KR7476750005,ACE 미국30년국채엔화노출액티브(H),8845,-30,,8875,8915,8845,,2380376424
20251217,KR7476760004,ACE 미국30년국채액티브,10150,5,,10155,10195,10145,,2296785719
20251217,KR7476800008,KODEX 한국부동산리츠인프라,4810,0,,4825,4825,4787,,9842293543
20251217,KR7476850003,KoAct 배당성장액티브,13390,265,,13230,13390,13140,,271239100
20251217,KR7477050009,PLUS 머니마켓액티브,52295,5,,52295,52300,52290,,1056469293
20251217,KR7477080006,RISE CD금리액티브(합성),105365,5,,105365,105370,105365,,275222060
20251217,KR7477490007,에셋플러스 글로벌일등기업포커스10액티브,19610,380,,20295,20295,19445,,18196980
20251217,KR7477730006,KODEX 인도타타그룹,8895,115,,8790,8940,8760,,66294670
20251217,KR7478150006,TIMEFOLIO 글로벌우주테크&방산액티브,19455,-80,,19635,19635,19400,,3245264616
20251217,KR7479080004,1Q 머니마켓액티브,52555,0,,52560,52560,52550,,1253283437
20251217,KR7479520009,RISE KOFR금리액티브(합성),104455,15,,104445,104455,104445,,122732218
20251217,KR7479620007,SOL 미국AI반도체칩메이커,14800,270,,14720,14800,14665,,162288850
20251217,KR7479730004,TIGER 인도빌리언컨슈머,11120,85,,11060,11210,10990,,252303960
20251217,KR7479850000,HANARO K-뷰티,14580,-115,,14705,14850,14500,,907720534
20251217,KR7480020007,ACE 미국빅테크7+데일리타겟커버드콜(합성),12725,145,,12700,13000,12580,,889872014
20251217,KR7480030006,ACE 미국500데일리타겟커버드콜(합성),10860,75,,10790,10875,10790,,973480667
20251217,KR7480040005,ACE 미국반도체데일리타겟커버드콜(합성),12365,130,,12235,12402,12235,,513646482
20251217,KR7480260009,TIGER 27-04회사채(A+이상)액티브,53090,-15,,53100,53105,53065,,339678560
20251217,KR7480310002,TIGER 글로벌온디바이스AI,13440,185,,13300,13440,13300,,83797321
20251217,KR7480460005,WON 한국부동산TOP3플러스,10080,5,,10020,10080,10015,,67552607
20251217,KR7481050003,KODEX CD1년금리플러스액티브(합성),1022950,85,,1022945,1022950,1022945,,7166770359
20251217,KR7481060002,KODEX 미국30년국채타겟커버드콜(합성 H),8265,10,,8275,8290,8255,,6691053733
20251217,KR7481180008,SOL 미국AI소프트웨어,15375,385,,15195,15375,15195,,814836929
20251217,KR7481190007,SOL 미국테크TOP10,16760,285,,16575,16765,16560,,8529302470
20251217,KR7481200004,SOL 미국테크TOP10인버스(합성),5770,-110,,5755,5830,5755,,11406570
20251217,KR7481340008,RISE 미국30년국채액티브,10000,5,,10020,10050,10000,,474241649
20251217,KR7481430007,RISE 국고채10년액티브,103055,-195,,103370,103370,102815,,150730055
20251217,KR7482030004,KoAct 반도체&2차전지핵심소재액티브,9315,145,,9220,9315,9155,,39659071
20251217,KR7482730009,TIGER 미국S&P500타겟데일리커버드콜,12030,55,,11955,12030,11950,,3634829633
20251217,KR7483020004,KIWOOM 의료AI,13530,-270,,13970,13970,13440,,214561026
20251217,KR7483030003,KIWOOM 미국블록버스터바이오테크의약품+,11025,-30,,11050,11050,10970,,56024005
20251217,KR7483240008,TIGER 미국나스닥100ETF선물,12750,100,,12650,12815,12650,,28779539
20251217,KR7483280004,KODEX 미국AI테크TOP10타겟커버드콜,12945,255,,12875,12945,12840,,5006644768
20251217,KR7483290003,KODEX 미국배당다우존스타겟커버드콜,9690,-5,,9670,9695,9650,,734783645
20251217,KR7483320008,ACE 엔비디아밸류체인액티브,14050,185,,13950,14130,13950,,14317918881
20251217,KR7483330007,ACE 마이크로소프트밸류체인액티브,12590,245,,12840,12840,12550,,3525976213
20251217,KR7483340006,ACE 구글밸류체인액티브,14710,190,,14630,14710,14600,,10462936516
20251217,KR7483420006,ACE 애플밸류체인액티브,14625,45,,14580,14645,14470,,293730960
20251217,KR7483570008,KCGI 미국S&P500 TOP10,15580,245,,15335,15580,15335,,281848849
20251217,KR7484790001,KODEX 미국30년국채액티브(H),8875,-10,,8910,8910,8865,,4481086261
20251217,KR7484880000,SOL 금융지주플러스고배당,17105,45,,17060,17140,16925,,6269913858
20251217,KR7484890009,SOL 머니마켓액티브,51575,5,,51575,51575,51570,,487528076
20251217,KR7485540009,KODEX 미국AI테크TOP10,14905,290,,14780,14905,14775,,5276108517
20251217,KR7485690002,RISE 미국AI밸류체인TOP3Plus,17060,325,,16905,17060,16895,,276424135
20251217,KR7485810006,TIMEFOLIO 글로벌바이오액티브,10840,-265,,11105,11105,10820,,124613742
20251217,KR7486240005,DAISHIN343 AI반도체&인프라액티브,13880,395,,13690,13880,13510,,7488937
20251217,KR7486290000,TIGER 미국나스닥100타겟데일리커버드콜,10850,145,,10770,10850,10750,,6878775052
20251217,KR7486450000,SOL 미국AI전력인프라,19890,440,,19870,19890,19700,,2507446415
20251217,KR7486830003,HANARO 머니마켓액티브,52340,5,,52330,52340,52330,,183028505
20251217,KR7487130007,KoAct AI인프라액티브,14805,205,,14710,14820,14540,,211126777
20251217,KR7487230005,KODEX 미국AI전력핵심인프라,17500,350,,17345,17500,17325,,27309829716
20251217,KR7487240004,KODEX AI전력핵심설비,23710,-215,,24250,24410,23590,,40679154451
20251217,KR7487340002,ACE 머니마켓액티브,103370,10,,103370,103380,103370,,564714116
20251217,KR7487750002,BNK 온디바이스AI,13430,390,,13040,13430,13040,,36276775
20251217,KR7487910002,ACE 인도컨슈머파워액티브,9590,40,,9540,9650,9500,,86309070
20251217,KR7487920001,ACE 인도시장대표BIG5그룹액티브,8965,70,,8890,9015,8890,,12213485
20251217,KR7487950008,KODEX 대만테크고배당다우존스,9955,85,,9815,10035,9710,,112963713
20251217,KR7488080003,TIGER 반도체TOP10레버리지,14700,1090,,13770,14700,13620,,17847907313
20251217,KR7488200007,KIWOOM K-2차전지북미공급망,11160,75,,11155,11300,11045,,145354905
20251217,KR7488210006,KIWOOM K-반도체북미공급망,12200,315,,11910,12200,11870,,24423840
20251217,KR7488290008,마이다스 일본테크액티브,31465,470,,31130,31600,30740,,13376779
20251217,KR7488480005,RISE 일본섹터TOP4Plus,12285,15,,12515,12515,12180,,10775562
20251217,KR7488500000,TIGER 미국S&P500동일가중,12000,-10,,11945,12020,11905,,652145616
20251217,KR7488720004,WON 종합채권(AA-이상)액티브,51105,-80,,51200,51200,51050,,2068089610
20251217,KR7488770009,KODEX 머니마켓액티브,102965,10,,102960,102965,102960,,41576125154
20251217,KR7488980004,SOL 26-12 회사채(AA-이상)액티브,51055,5,,51050,51060,51050,,660740390
20251217,KR7489000000,PLUS 일본엔화초단기국채(합성),10200,0,,10200,10245,10195,,2986689714
20251217,KR7489010009,PLUS 글로벌AI인프라,15825,230,,15775,15865,15710,,538115
20251217,KR7489030007,PLUS 고배당주위클리커버드콜,9240,-10,,9275,9285,9200,,2652695404
20251217,KR7489250001,KODEX 미국배당다우존스,11155,-55,,11145,11180,11120,,1930812313
20251217,KR7489290007,WON 미국빌리어네어,15915,220,,15785,15915,15750,,474222430
20251217,KR7489860007,KIWOOM 글로벌전력GRID인프라,13740,35,,13975,13975,13610,,33361167
20251217,KR7490090008,TIGER 미국AI빅테크10,15110,255,,15020,15115,14995,,4618989075
20251217,KR7490330008,KoAct 미국치매&뇌질환치료제액티브,12480,-100,,12580,12735,12465,,250334554
20251217,KR7490480001,SOL K방산,24100,-65,,24330,24360,23850,,626661951
20251217,KR7490490000,SOL 미국배당미국채혼합50,10820,-10,,10830,10835,10760,,2677483323
20251217,KR7490590007,RISE 미국AI밸류체인데일리고정커버드콜,13035,250,,12865,13035,12865,,6253338309
20251217,KR7490600004,RISE 미국배당100데일리고정커버드콜,9010,-45,,9040,9055,8965,,1202886313
20251217,KR7491010005,TIGER 글로벌AI전력인프라액티브,19125,210,,19100,19140,18840,,4177159038
20251217,KR7491090007,KODEX 미국테크TOP3플러스,16535,215,,16415,16550,16415,,141833035
20251217,KR7491220000,PLUS 200TR,67895,1300,,67055,67900,66510,,25435225
20251217,KR7491230009,PLUS 국공채머니마켓액티브,51390,10,,51390,51400,51390,,191349830
20251217,KR7491510004,파워 K-주주가치액티브,14725,160,,14535,14770,14535,,44098795
20251217,KR7491610002,1Q CD금리액티브(합성),102835,5,,102830,102835,102830,,371844175
20251217,KR7491620001,RISE 미국테크100데일리고정커버드콜,11195,155,,11115,11200,11095,,4289283441
20251217,KR7491630000,RISE 미국반도체인버스(합성 H),12510,-70,,12580,12580,12445,,20879655
20251217,KR7491700001,HK 200,57375,-745,,57190,57375,56950,,1832165
20251217,KR7491820007,HANARO 전력설비투자,28580,-345,,29205,29450,28465,,3004838100
20251217,KR7491830006,TIGER 미국AI반도체팹리스,15050,200,,14940,15050,14925,,198063207
20251217,KR7492500004,1Q 현대차그룹채권(A+이상)&국고통안,51650,-15,,51640,51675,51620,,63057835
20251217,KR7493420004,SOL 미국배당다우존스2호,10965,-65,,10990,11005,10920,,84462700
20251217,KR7493810006,TIGER 미국AI빅테크10타겟데일리커버드콜,12130,195,,11965,12135,11965,,3036409443
20251217,KR7494180003,TIMEFOLIO 글로벌소비트렌드액티브,13390,55,,13720,13720,13350,,765857440
20251217,KR7494210008,SOL 미국500타겟데일리커버드콜액티브,11195,65,,11085,11195,11085,,1717230330
20251217,KR7494220007,UNICORN SK하이닉스밸류체인액티브,19060,670,,18605,19120,18350,,5404585916
20251217,KR7494300007,KODEX 미국나스닥100데일리커버드콜OTM,10315,155,,10250,10315,10225,,3567220454
20251217,KR7494310006,KODEX 반도체레버리지,25020,1735,,23600,25020,23330,,55257927714
20251217,KR7494330004,ACE 라이프자산주주가치액티브,15345,160,,15255,15345,15197,,248777752
20251217,KR7494340003,ACE 글로벌AI맞춤형반도체,12765,140,,12625,12805,12625,,119381268
20251217,KR7494410004,PLUS 미국S&P500성장주,13380,120,,13635,13635,13275,,42915620
20251217,KR7494420003,PLUS 미국배당증가성장주데일리커버드콜,9800,-30,,9830,9830,9765,,172247482
20251217,KR7494670003,TIGER 조선TOP10,25930,-265,,26310,26380,25695,,24072416862
20251217,KR7494840002,TIGER 미국방산TOP10,12815,-60,,12815,12835,12685,,208433067
20251217,KR7494890007,KODEX 200액티브,16625,330,,16390,16630,16295,,17413732352
20251217,KR7495040008,PLUS 코리아밸류업,16410,290,,16205,16410,16180,,186510410
20251217,KR7495050007,RISE 코리아밸류업,16565,310,,16270,16565,16185,,4376698617
20251217,KR7495060006,TIMEFOLIO 코리아밸류업액티브,15135,120,,15110,15155,14935,,488784794
20251217,KR7495230005,KoAct 코리아밸류업액티브,16900,340,,16620,16900,16515,,413337490
20251217,KR7495330003,1Q 코리아밸류업,16480,355,,16125,16480,16115,,75843240
20251217,KR7495550006,SOL 코리아밸류업TR,16695,145,,16500,16730,16490,,113240915
20251217,KR7495710006,BNK 26-06 특수채(AAA이상)액티브,51525,5,,51525,51525,51525,,51525
20251217,KR7495750002,HANARO 코리아밸류업,16470,265,,16275,16475,16150,,1790635
20251217,KR7495850000,KODEX 코리아밸류업,16590,340,,16345,16590,16215,,1759200830
20251217,KR7495940009,RISE 미국AI테크액티브,12855,30,,13110,13110,12825,,53506659
20251217,KR7496020009,WON 전단채플러스액티브,51915,-5,,51910,51920,51910,,96409805
20251217,KR7496080003,TIGER 코리아밸류업,16605,365,,16350,16605,16205,,3734717175
20251217,KR7496090002,KIWOOM 코리아밸류업,16550,335,,16220,16550,16220,,5254120
20251217,KR7496120007,ACE 코리아밸류업,16750,255,,16560,16750,16450,,6016900
20251217,KR7496130006,TRUSTON 코리아밸류업액티브,15990,220,,15780,15990,15770,,11098215
20251217,KR7496770009,PLUS 글로벌방산,17430,-340,,17770,17770,17325,,217714155
20251217,KR7497510008,ACE 글로벌빅파마,12295,-80,,12375,12375,12240,,14058102
20251217,KR7497520007,ACE 일라이릴리밸류체인,12850,-120,,12970,12970,12840,,45279316
20251217,KR7497570002,TIGER 미국필라델피아AI반도체나스닥,15465,220,,15285,15480,15285,,9294509550
20251217,KR7497780007,KoAct 미국천연가스인프라액티브,9475,-185,,9560,9560,9440,,415344103
20251217,KR7497880005,SOL CD금리&머니마켓액티브,50090,0,,50085,50090,50080,,1446332215
20251217,KR7498050004,HANARO 바이오코리아액티브,15780,-325,,16140,16140,15750,,502889250
20251217,KR7498180009,파워 종합채권(AA-이상)액티브,97400,-215,,0,0,0,,0
20251217,KR7498270008,KIWOOM 미국양자컴퓨팅,13475,335,,13460,13510,13390,,4154766587
20251217,KR7498400001,KODEX 200타겟위클리커버드콜,13130,230,,12965,13135,12887,,34980812076
20251217,KR7498410000,KODEX 금융고배당TOP10타겟위클리커버드콜,12035,75,,12045,12045,11905,,8098095155
20251217,KR7498610005,RISE 인도디지털성장,10720,100,,10520,10800,10520,,6450445
20251217,KR7498860006,RISE 코리아금융고배당,14740,0,,14750,14765,14640,,1534840733
20251217,KR7499150001,SOL 미국S&P500엔화노출(H),10875,30,,10850,10900,10820,,62394370
20251217,KR7499660009,TIGER CD금리플러스액티브(합성),1001620,80,,1001620,1001620,1001615,,7227673812
20251216,KR70000D0009,TIGER 엔비디아미국채커버드콜밸런스(합성),9975,-45,,10070,10070,9845,,562619513
20251216,KR70000H0005,KODEX 인도Nifty미드캡100,11205,-45,,11295,11295,11205,,25535105
20251216,KR70000J0003,PLUS 한화그룹주,23455,-890,,24300,24300,23365,,3171770933
20251216,KR70000Y0004,HK 26-12 회사채(AA-이상)액티브,103030,40,,103030,103030,103030,,103030
20251216,KR70000Z0003,RISE 바이오TOP10액티브,15305,-460,,15980,16020,15270,,1485071448
20251216,KR70001P0004,마이티 바이오시밀러&CDMO액티브,12250,-80,,12445,12450,12200,,185745310
20251216,KR70001S0001,TIGER 26-04 회사채(A+이상)액티브,50865,10,,50860,50880,50860,,162074283
20251216,KR70002C0008,에셋플러스 인도일등기업포커스20액티브,10540,-30,,10575,10590,10430,,4948144
20251216,KR70004G0002,1Q 미국배당TOP30,9285,5,,9290,9295,9255,,61164894
20251216,KR70005A0007,KODEX 미국S&P500데일리커버드콜OTM,9965,-85,,9985,9985,9935,,1389654646
20251216,KR70005C0005,RISE 미국S&P500엔화노출(합성 H),11400,-40,,11395,11400,11355,,71549390
20251216,KR70005D0004,SOL 전고체배터리&실리콘음극재,13540,-610,,14210,14220,13465,,2651317347
20251216,KR70005G0001,ITF K-AI반도체코어테크,19120,-610,,19790,19790,19120,,143003569
20251216,KR70007F0000,KODEX 27-12 회사채(AA-이상)액티브,10085,10,,10090,10090,10080,,197067397
20251216,KR70007G0009,PLUS 글로벌원자력밸류체인,14285,-765,,14960,14960,14260,,977223548
20251216,KR70007N0000,아이엠에셋 200,57270,-1250,,58520,58520,56890,,13534315
20251216,KR70008E0000,ACE 미국중심중소형제조업,11915,-155,,12430,12605,11825,,43339804
20251216,KR70008S0004,TIGER 미국배당다우존스타겟데일리커버드콜,9255,5,,9300,9300,9225,,1359893924
20251216,KR70008T0003,SOL 화장품TOP3플러스,13080,390,,12680,13240,12620,,9397573340
20251216,KR70010E0006,ACE FTSE WGBI Korea,96390,815,,96315,96545,96145,,51238787
20251216,KR70013P0000,RISE 미국은행TOP10,12295,-60,,12315,12325,12185,,361219122
20251216,KR70013R0008,RISE 테슬라미국채타겟커버드콜혼합(합성),10115,-20,,10220,10220,10090,,706018126
20251216,KR70015B0004,KoAct 미국나스닥성장기업액티브,13825,-265,,14090,14090,13170,,4649018251
20251216,KR70015E0001,KIWOOM 엔비디아미국30년국채혼합액티브(H),10455,-20,,10480,10520,10450,,58848770
20251216,KR70015F0000,KIWOOM 팔란티어미국30년국채혼합액티브(H),10930,-40,,11080,11080,10920,,177228256
20251216,KR70015K0003,TIGER 미국소비트렌드액티브,8310,-130,,8440,8440,8305,,25461980
20251216,KR70016X0007,SOL 중단기회사채(A-이상)액티브,50590,35,,50580,50595,50565,,3162091609
20251216,KR70017Y0005,1Q 종합채권(AA-이상)액티브,98445,135,,98305,98525,98280,,71814340
20251216,KR70018C0000,PLUS 고배당주위클리고정커버드콜,11880,-75,,11955,12000,11865,,1430155198
20251216,KR70018Z0003,RISE 미국양자컴퓨팅,16100,-625,,16200,16200,16045,,172939093
20251216,KR70019K0009,TIMEFOLIO 미국나스닥100채권혼합50액티브,11425,-130,,11455,11455,11390,,1606068530
20251216,KR70020H0001,KoAct 글로벌양자컴퓨팅액티브,18330,-1155,,19010,19010,18230,,1461013247
20251216,KR70021C0005,ACE 장기자산배분액티브,12460,-180,,12705,12705,12385,,217269610
20251216,KR70021D0004,ACE TDF2030액티브,11105,-110,,11215,11215,11070,,158210712
20251216,KR70021E0003,ACE TDF2050액티브,11970,-80,,12060,12060,11880,,513130947
20251216,KR70022T0005,SOL 국제금커버드콜액티브,14165,-160,,14165,14220,14100,,1526790268
20251216,KR70023A0005,SOL 미국양자컴퓨팅TOP10,25655,-1765,,25895,25930,25485,,27011105658
20251216,KR70023B0004,PLUS 미국양자컴퓨팅TOP10,16985,-1025,,17185,17217,16905,,978249007
20251216,KR70025N0008,TIGER TDF2045,11660,-45,,11655,11665,11610,,5292784814
20251216,KR70026E0008,KODEX 미국S&P500버퍼3월액티브,11115,0,,11115,11140,11080,,16884450
20251216,KR70026S0002,1Q 미국S&P500,12165,-75,,12160,12175,12110,,2826255775
20251216,KR70028X0003,KODEX 미국금융테크액티브,12600,-180,,12715,12715,12510,,120479253
20251216,KR70035T0000,PLUS 글로벌휴머노이드로봇액티브,18500,-190,,18690,18870,18210,,1662581047
20251216,KR70036D0007,TIMEFOLIO 미국배당다우존스액티브,10615,-20,,10755,10755,10580,,1095376937
20251216,KR70036R0001,RISE 미국휴머노이드로봇,16130,-125,,16200,16210,16040,,2318885839
20251216,KR70036Z0001,RISE 미국천연가스밸류체인,10870,-5,,10640,10970,10640,,26407525
20251216,KR70038A0008,KODEX 미국휴머노이드로봇,15950,-70,,16020,16030,15915,,5828499666
20251216,KR70040S0004,HANARO 글로벌피지컬AI액티브,16020,-230,,16050,16070,15960,,283655939
20251216,KR70040X0007,SOL 팔란티어미국채커버드콜혼합,11725,-45,,11770,11770,11690,,3847293474
20251216,KR70040Y0006,SOL 팔란티어커버드콜OTM채권혼합,10070,-20,,10095,10095,10050,,3651997956
20251216,KR70041D0000,KODEX 미국AI소프트웨어TOP10,15170,-410,,15230,15230,15120,,554328992
20251216,KR70041E0009,KODEX 미국S&P500액티브,14045,-135,,14050,14060,13980,,917405134
20251216,KR70043B0000,TIGER 머니마켓액티브,101105,10,,101100,101105,101100,,8742371002
20251216,KR70043Y0003,TIMEFOLIO 차이나AI테크액티브,13395,-330,,13685,13720,13245,,1598906844
20251216,KR70046A0008,TIGER 미국초단기(3개월이하)국채,10240,35,,10185,10242,10180,,8692079225
20251216,KR70046Y0000,ACE 미국배당퀄리티,12015,-40,,12150,12150,11965,,268080734
20251216,KR70047A0007,TIGER 차이나테크TOP10,12050,-320,,12370,12375,11985,,3276006152
20251216,KR70047N0002,PLUS 차이나AI테크TOP10,11355,-270,,11625,11625,11300,,76821097
20251216,KR70047P0000,RISE 테슬라고정테크100,14335,-120,,14445,14450,14280,,463116126
20251216,KR70047R0008,RISE 팔란티어고정테크100,14150,-130,,14265,14265,14065,,233946751
20251216,KR70048J0007,KODEX 미국머니마켓액티브,14810,60,,14720,14810,14715,,6337553191
20251216,KR70048K0004,KODEX 차이나휴머노이드로봇,10165,-210,,10345,10360,10090,,11276486781
20251216,KR70049K0003,ACE 미국배당퀄리티채권혼합50,10965,-55,,11105,11105,10925,,159832424
20251216,KR70049M0001,ACE 미국배당퀄리티+커버드콜액티브,11580,40,,11560,11580,11465,,825091305
20251216,KR70050E0007,PLUS 미국AI에이전트,9990,-275,,10270,10270,9930,,16433875
20251216,KR70051A0000,KoAct 브로드컴밸류체인액티브,15865,-315,,16020,16040,15810,,899685295
20251216,KR70051G0004,SOL 미국원자력SMR,16220,-765,,16500,16685,16190,,11695261888
20251216,KR70052D0006,TIGER 코리아배당다우존스,13350,-135,,13520,13520,13345,,4705259021
20251216,KR70052S0009,1Q 미국S&P500미국채혼합50액티브,11595,-25,,11570,11605,11550,,3166956990
20251216,KR70052T0008,1Q 중단기회사채(A-이상)액티브,49930,60,,49900,49930,49900,,2046515
20251216,KR70053L0005,TIGER 차이나휴머노이드로봇,12545,-225,,12760,12770,12455,,11337358387
20251216,KR70053M0004,더제이 중소형포커스액티브,10500,-70,,10570,10570,10470,,1154260
20251216,KR70057H0007,PLUS 미국S&P500미국채혼합50액티브,11680,-10,,11645,11680,11635,,795763013
20251216,KR70060H0002,TIGER 토탈월드스탁액티브,11870,-205,,12060,12060,11820,,1439196679
20251216,KR70061Z0009,RISE 단기특수은행채액티브,49990,0,,49990,49995,49990,,30744905
20251216,KR70064K0003,KODEX 금액티브,13275,-140,,13305,13350,13235,,5526101550
20251216,KR70065G0008,KODEX 차이나테크TOP10,10830,-260,,11090,11090,10810,,325840068
20251216,KR70066W0007,SOL 국제금,13430,-155,,13445,13490,13375,,2755000022
20251216,KR70067V0007,TIGER 차이나글로벌리더스TOP3+,11325,-315,,11640,11640,11280,,211226928
20251216,KR70067Y0004,TIGER 차이나AI소프트웨어,12260,-260,,12535,12535,12235,,241361427
20251216,KR70068M0007,KODEX 미국S&P500버퍼6월액티브,11610,-115,,11575,11690,11575,,9355955
20251216,KR70069M0006,1Q 미국나스닥100,12200,-150,,12230,12230,12145,,3515972410
20251216,KR70072R0006,TIGER KRX금현물,13700,-150,,13800,13800,13650,,17033081954
20251216,KR70073X0007,FOCUS 알리바바미국채커버드콜혼합,11300,-150,,11435,11435,11215,,105676782
20251216,KR70074K0001,KoAct K수출핵심기업TOP30액티브,11975,-215,,12175,12175,11970,,1437972591
20251216,KR70078V0004,PLUS 미국로보택시,12035,-420,,12180,12180,12025,,81202278
20251216,KR70079X0001,ACE BYD밸류체인액티브,12015,-200,,12215,12245,11950,,965330310
20251216,KR70080G0009,KODEX K방산TOP10,9310,-335,,9555,9615,9290,,10019335456
20251216,KR70080X0008,SOL 미국S&P500미국채혼합50,11230,-5,,11190,11230,11180,,1495901848
20251216,KR70080Y0007,SOL 조선TOP3플러스레버리지,16250,-1240,,17490,17490,16160,,6913693253
20251216,KR70082F0008,HANARO 유럽방산,10555,25,,10525,10555,10500,,54632190
20251216,KR70082V0008,KODEX TDF2060액티브,11030,-50,,11060,11075,11005,,2632546584
20251216,KR70083S0002,1Q 미국메디컬AI,11845,-120,,11915,11915,11805,,1201086993
20251216,KR70084D0008,KIWOOM 미국테크100월간목표헤지액티브,10940,-65,,10955,10960,10905,,1697533773
20251216,KR70084E0007,KIWOOM 미국대형주500월간목표헤지액티브,10305,-25,,10350,10350,10280,,559614825
20251216,KR70085N0005,ACE 미국10년국채액티브(H),10135,-5,,10140,10145,10135,,77994076
20251216,KR70085P0003,ACE 미국10년국채액티브,10860,60,,10755,10860,10755,,1414269722
20251216,KR70086B0008,TIGER 리츠부동산인프라TOP10액티브,10350,-70,,10420,10435,10345,,633017213
20251216,KR70086C0007,TIGER 리츠부동산인프라10채권혼합액티브,10170,-30,,10225,10225,10170,,264076675
20251216,KR70087F0003,ACE 차이나AI빅테크TOP2+액티브,10950,-215,,11165,11165,10840,,89060185
20251216,KR70088N0002,WON K-글로벌수급상위,11090,-205,,11295,11325,11025,,1300782668
20251216,KR70089B0005,PLUS 미국나스닥100미국채혼합50,10975,-50,,10960,10975,10920,,345824130
20251216,KR70089C0004,KODEX 미국S&P500변동성확대시커버드콜,11110,-85,,11140,11140,11090,,50566510
20251216,KR70089D0003,KODEX 금융고배당TOP10,10540,-65,,10620,10685,10525,,3235723507
20251216,KR70090B0002,PLUS K방산소부장,9380,-330,,9670,9670,9362,,244613933
20251216,KR70091C0000,KODEX 미국10년국채액티브(H),10045,15,,10040,10045,10030,,495481959
20251216,KR70091M0008,HANARO 27-06 회사채(AA-이상)액티브,10015,20,,10015,10020,10015,,10189340
20251216,KR70091P0005,TIGER 코리아원자력,10690,-315,,10930,10955,10535,,18535582927
20251216,KR70092B0000,SOL 한국원자력SMR,10920,-350,,11105,11210,10765,,2289304646
20251216,KR70092C0009,SOL 27-12 회사채(AA-이상)액티브,49610,35,,49595,49610,49590,,113561405
20251216,KR70093A0000,RISE AI반도체TOP10,15325,-515,,15770,15790,15325,,853899888
20251216,KR70093B0009,RISE 엔비디아고정테크100,11220,-185,,11310,11310,11185,,135988265
